36	-34	10	-14
36	12	-64	6
36	10	-58	6
37	-26	-16	12
38	28	-14	0
38	26	-58	6
39	42	24	-6
39	-50	26	2
39	46	-6	-14
39	54	-38	6
39	64	-50	2
39	-46	-12	-6
39	-4	-78	0
39	-12	-68	-8
39	-16	-58	-10
39	16	-4	-14
39	-16	-6	-14
39	-4	-28	12
39	-4	-8	8
39	-8	-62	-12
40	54	22	18
40	-56	-70	10
40	60	-54	14
40	56	-48	18
40	26	-84	-18
40	-20	-58	-12
40	42	-80	-22
40	38	-68	-8
40	50	-82	-8
40	-22	-6	-12
40	-4	-8	8
41	62	-30	6
41	-60	-24	0
41	-46	-14	-6
41	60	-14	0
41	18	46	6
41	-60	12	0
41	-50	-30	12
41	42	6	-18
41	-22	12	6
42	-52	-60	8
42	48	-56	8
42	56	-36	-4
42	-52	-44	4
42	52	-52	4
42	56	-40	0
42	56	4	-20
42	-48	-80	-12
42	48	-84	-4
42	-44	-56	-20
42	-40	-68	-24
42	44	-56	-20
42	-20	0	12
42	20	0	0
42	-20	-8	-12
42	20	-12	-12
42	24	-20	-12
42	44	28	-8
43	12	8	-6
44	20	-4	-20
45	-18	-10	-14
46	-44	-4	-8
46	48	-6	-8
46	-64	-50	8
46	-6	-70	18
46	-2	-18	10
46	-22	-4	-10
46	-2	-34	-10
47	44	22	14
47	-52	20	0
47	52	12	-8
47	52	-16	-12
47	-64	-22	8
47	44	-28	-20
47	48	-62	8
47	-56	-58	18
47	12	-82	8
47	2	-22	10
47	-18	-8	-14
47	40	-58	-32
47	42	-82	-24
48	42	-74	-18
48	38	-62	-20
48	34	-86	8
48	-46	24	-4
48	-40	-62	-18
49	-38	22	-16
50	2	50	2
51	-28	-70	-18
52	46	-56	-18
52	-46	-82	-4
53	8	-68	-8
54	-10	-86	2
54	-48	14	16
54	-52	34	2
54	-24	52	14
55	-22	48	16
55	-52	32	2
56	14	2	12
56	32	56	-8
56	-22	-98	0
56	-16	-84	0
57	48	-8	-12
57	-50	-10	2
57	52	-30	-10
57	20	-34	-14
57	62	-8	-12
58	-8	-24	12
58	50	-48	6
58	-50	-58	6
58	36	4	-24
58	-34	6	-24
58	4	-6	-10
58	28	-52	-32
58	-34	-68	-28
58	0	-28	-26
58	10	-12	-6
58	-12	-14	-6
58	20	4	-10
58	-14	2	-10
58	0	4	0
58	16	-6	-20
58	-26	-2	-14
58	42	-64	-14
58	-38	-68	-14
59	8	-20	-2
59	44	10	-28
59	-32	8	-28
59	14	-10	-10
59	-34	-44	-26
59	-36	-74	0
60	-8	0	8
60	46	-44	2
60	-44	-56	10
60	44	10	-24
60	-36	12	-28
60	-20	-6	-10
60	8	4	-4
60	-10	-4	0
61	-36	6	4
61	-6	-20	-2
61	8	-20	-2
61	0	-12	-6
61	2	-50	-26
61	-6	-34	-6
61	-26	4	-4
61	26	4	-4
61	-6	4	4
62	-10	-12	0
62	14	-20	-2
62	-40	12	-28
62	48	12	-24
62	-12	-10	-6
62	14	-6	-6
63	14	-16	4
63	-40	-64	10
63	38	14	-32
64	-26	-74	-12
64	-18	-24	-10
64	0	-56	-18
64	-22	-6	-16
64	-26	0	-2
64	48	-8	-32
65	-18	-54	6
65	32	-60	-24
65	22	-52	-12
65	48	24	-6
65	28	-48	-6
65	26	-16	-16
65	0	-14	4
66	-32	8	-8
66	-32	28	-6
66	-12	-44	-4
66	-18	-48	-12
67	-54	4	-28
67	-16	-22	-16
67	54	6	-18
67	46	28	-12
67	-24	-4	-18
67	4	-30	-14
67	36	14	-30
67	-40	16	0
67	-54	8	-6
68	-2	16	-6
68	-38	26	-4
68	-12	16	-4
68	-38	6	-2
68	-52	10	-2
68	-50	-36	-16
68	-52	-66	-6
69	34	-24	18
69	-24	2	10
69	-2	30	0
69	12	-56	-12
69	58	-2	16
70	-24	4	-16
70	44	16	-2
70	50	-6	4
70	20	-50	-24
70	-10	-80	-28
70	8	-40	-8
70	-2	-72	0
70	-10	-72	12
71	-44	44	14
71	28	10	2
71	4	-48	-24
72	32	-58	0
72	-12	-46	2
72	-26	-60	14
72	-22	-4	-4
73	-52	24	0
73	54	36	-6
73	64	-28	-16
73	-10	-60	-32
74	14	28	-10
74	-30	-28	-20
75	-50	36	12
75	8	22	-10
75	26	26	-6
75	-10	22	-10
75	-14	40	-6
75	-24	28	-8
75	-46	-10	-26
76	-14	-8	-24
76	-18	-6	-20
77	-42	-68	-28
77	-10	28	18
78	54	6	-24
78	22	-4	12
78	-10	-94	0
79	-14	-8	-24
80	-42	-68	-28
80	-10	28	18
81	54	6	-24
81	22	-4	12
81	-10	-94	0
82	24	-60	-18
82	48	20	-10
82	16	-6	-20
83	16	-8	-20
84	16	-8	-18
85	-38	34	-18
85	42	10	0
85	-18	-46	-24
85	-58	-14	-8
85	46	-70	4
85	32	-64	-14
85	24	-42	-24
85	-48	12	-18
86	-10	-28	2
86	8	-76	4
86	-6	-58	-32
87	4	-10	10
87	-56	-40	-2
87	10	-70	4
88	2	24	-12
88	38	-52	-20
88	-40	-70	-18
88	42	-72	-6
88	-56	-34	0
89	2	48	-22
89	-20	20	-16
89	44	-68	0
89	-56	-40	-2
90	-2	-18	8
91	38	-54	-22
91	-42	-78	2
91	-4	-86	6
92	32	10	-26
93	52	-56	2
93	-40	-58	-24
93	-44	-72	12
93	-54	4	-16
93	-38	-32	18
93	-2	-90	-2
94	-2	40	-2
94	42	2	-28
94	-44	4	-28
94	50	-16	-16
94	-46	-8	-24
95	-38	-50	-26
95	22	-58	-18
95	-52	-22	0
95	-20	-6	-12
95	26	-6	-12
96	-10	-8	-10
96	12	10	-10
96	-52	-6	10
96	46	-6	4
96	0	54	12
96	0	-78	4
96	2	-76	2
96	-34	-86	-14
96	34	-86	-14
96	-44	-76	6
96	46	-68	10
97	18	-54	-18
97	-58	-40	10
97	46	-60	16
97	-20	-8	-24
98	10	4	4
99	10	-12	-16
100	28	-64	-26
100	-12	-78	-20
100	44	4	-8
100	-50	-28	14
100	44	10	10
100	48	-34	2
101	4	-66	18
101	-4	-72	12
101	-32	-14	-4
101	28	-14	-10
101	28	-10	-16
101	4	48	6
101	22	-70	-6
101	28	-46	-24
101	-40	22	18
101	48	10	-2
101	-32	-4	-8
102	4	-22	16
102	8	-18	8
102	12	-66	12
102	32	-18	-4
102	26	-44	-10
102	28	-46	-18
102	48	-58	2
103	-28	-66	18
103	-40	-70	12
103	8	-52	18
103	32	-64	-20
103	-18	-44	-10
103	-54	-22	16
103	40	-10	4
103	36	0	-8
103	-28	4	-8
103	8	44	0
103	4	-82	0
103	-16	-52	-6
103	48	-8	-2
103	-40	-58	-12
104	28	-64	-26
104	-12	-78	-20
104	44	4	-8
104	-50	-28	14
104	44	10	10
104	48	-34	2
105	4	-66	18
105	-4	-72	12
105	-32	-14	-4
105	28	-14	-10
105	28	-10	-16
105	4	48	6
105	22	-70	-6
105	28	-46	-24
105	-40	22	18
105	48	10	-2
105	-32	-4	-8
106	4	-22	16
106	8	-18	8
106	12	-66	12
106	32	-18	-4
106	26	-44	-10
106	-28	-46	-18
106	48	-58	2
107	-28	-66	18
107	-40	-70	12
107	8	-52	18
107	32	-64	-20
107	-18	-44	-10
107	-54	-22	16
107	40	-10	4
107	36	0	-8
107	-28	4	-8
107	8	44	0
107	4	-82	0
107	-16	-52	-6
107	48	-8	-2
107	-40	-58	-6
108	-40	-26	2
109	-26	-14	-16
109	-26	-6	-8
110	24	8	-8
111	20	-10	-16
112	36	-12	-4
112	38	-6	4
113	18	40	12
113	-4	42	18
113	-14	-74	-12
113	36	32	12
113	46	10	10
113	-32	22	18
113	4	-56	14
113	36	42	18
113	30	-78	12
113	26	-32	14
113	-26	-52	-12
113	-40	-48	-12
113	-44	-38	14
113	46	-28	-4
113	24	2	10
114	44	6	-2
114	46	-4	4
114	40	-18	-16
114	58	-32	-4
114	46	-32	-10
114	-44	32	6
114	-30	-8	-16
114	44	-52	-12
114	40	-58	-6
114	14	18	-2
114	6	52	8
115	-44	34	6
115	44	-16	-16
115	44	-52	-12
115	50	-32	-10
115	40	-58	-6
115	-26	48	6
115	30	-14	4
115	18	18	-2
115	-30	-10	-16
116	44	0	-16
116	46	4	-2
116	50	-6	4
116	36	-12	10
116	-38	-4	10
116	-38	6	4
116	-40	6	-2
116	-36	-2	-2
116	-10	-70	0
116	20	-84	-8
116	24	-6	4
116	-26	-20	8
116	18	-18	-16
116	26	-10	-22
116	56	-26	14
116	-32	-80	0
116	14	0	-2
116	6	14	-2
117	24	-54	-12
117	0	8	10
117	4	46	6
117	-18	-52	-6
117	38	-26	-10
117	-40	-18	-10
117	-52	-32	14
117	24	-32	14
117	36	-26	14
117	6	-46	2
117	6	26	0
117	12	-18	-16
117	4	-4	4
117	6	-32	14
118	56	-34	14
118	52	-24	8
118	-32	-30	14
118	-52	-26	14
118	-10	-66	12
118	-56	-22	4
118	-44	-46	2
118	-46	-46	8
118	40	28	6
118	-4	-8	4
118	-26	36	18
119	-36	0	10
119	-44	8	-2
119	52	-24	16
119	-18	-22	-22
119	20	-36	-10
119	24	0	4
119	-10	-68	-6
119	18	-12	-4
119	14	0	-2
120	38	-22	-10
120	-12	-60	6
120	26	-54	-12
120	4	28	0
120	6	46	6
120	20	-30	14
120	56	-8	-2
121	-10	-64	12
121	40	32	6
121	-56	-20	4
121	52	-24	8
121	52	-32	14
121	-4	-12	4
122	-4	46	6
122	14	-58	18
122	4	-64	12
122	-14	-58	14
122	-44	-16	16
122	0	40	12
122	24	-14	10
122	26	-20	8
123	46	32	18
123	-20	-92	-14
123	-12	-76	-12
123	-20	-80	-12
123	-10	-86	0
124	10	-90	-4
124	16	-68	-16
124	-4	-50	-4
125	-36	-24	0
126	-34	62	12
126	-40	52	10
126	6	-32	-24
127	48	-44	4
128	10	-8	-12
129	-24	2	-24
129	12	-6	-28
130	-50	-66	8
130	40	-80	0
130	22	-20	-16
131	-42	-50	-12
131	-18	-6	-18
131	24	0	-24
131	-26	30	-16
131	-36	-2	-12
132	-38	-90	-6
132	26	-98	0
132	-38	-2	-6
132	-24	0	-28
132	-24	30	-18
133	48	-72	0
133	-50	-74	6
134	34	-48	-4
134	10	34	0
135	-42	-58	-18
135	38	-58	-12
135	-24	-2	-28
135	34	2	-20
135	-34	34	-18
135	38	26	-12
135	-26	18	-20
135	-36	14	-16
135	30	12	-18
136	-18	0	-20
136	-14	0	16
137	-46	-70	8
137	50	-72	16
137	-2	-26	-4
137	-36	12	-16
137	34	14	-16
137	-2	46	-18
137	-46	26	-16
137	38	24	-18
138	54	-58	8
139	36	-86	-8
139	-24	-2	-18
139	-26	38	-20
139	-14	-102	-6
140	30	-94	16
140	-24	0	-16
141	-10	-96	-8
141	30	34	-16
141	26	-86	18
142	48	-78	0
143	26	-98	12
143	22	2	-30
143	-18	-2	-20
143	22	0	-20
143	-42	10	-16
143	-26	34	-20
144	46	-42	-24
144	26	46	8
144	-26	22	-12
144	42	18	-12
145	-34	-86	-24
145	-18	-2	-20
145	18	-2	-16
146	58	-66	12
147	38	4	16
147	52	18	12
147	50	44	12
147	-38	-42	-18
147	52	-76	18
147	46	-82	-8
147	-42	-84	12
147	-38	-96	-6
147	-22	-100	6
147	30	-4	18
147	54	40	16
147	-6	-14	6
147	50	-64	-12
147	44	-80	-8
147	12	-60	-30
148	18	-6	-18
148	-16	-6	-18
149	-2	38	-10
149	-6	38	12
149	-28	-8	-18
149	22	-8	-26
149	-58	-22	-18
150	26	0	-16
151	20	-4	-26
151	-22	-4	-22
152	-48	26	-16
152	-52	34	16
152	34	-58	-20
153	-48	26	-16
153	-58	-52	4
154	-46	26	-16
154	24	-12	-10
154	-36	0	8
155	-18	-6	-18
155	24	-2	-20
155	-6	-26	0
155	-34	-78	-12
156	10	-26	-4
156	-34	-78	-18
156	12	-94	4
157	66	-46	12
157	-42	-72	12
158	50	-70	-6
159	-12	-98	-8
160	-30	30	-20
160	34	-2	-28
160	-22	48	-16
161	14	54	-12
162	26	-10	-16
163	-8	-78	18
163	-32	0	-30
164	50	-62	8
164	-32	-82	-24
164	42	-56	-24
164	-6	-110	4
164	18	-106	12
164	-14	-82	-20
164	14	-6	-18
164	50	26	8
165	18	-6	-18
165	-16	0	-14
166	-12	0	-10
166	-28	42	12
167	22	-2	-10
167	-18	-12	-8
167	18	-2	-4
168	-44	-2	-4
168	40	-4	0
168	-22	-6	-26
168	-34	-6	-26
168	16	-6	-26
168	32	-4	-30
168	-22	-24	-26
169	16	-6	-22
169	12	-2	-4
170	16	-6	-22
171	-22	-24	-26
172	-24	-2	-30
172	20	-4	-16
172	36	28	-2
172	36	10	4
172	44	52	8
172	-36	22	8
172	50	26	14
172	46	16	18
173	-38	26	-6
173	-34	28	6
173	-34	10	16
174	-24	30	4
174	-24	8	12
175	-30	-74	-20
175	44	-70	-14
175	-4	-26	-10
175	-38	26	-6
175	22	12	0
175	62	-44	8
175	64	12	14
175	-50	-14	18
176	-38	26	-6
176	-34	28	6
176	-34	10	16
177	-40	-76	-18
177	-48	-72	-14
177	-52	-62	-14
177	-4	-74	18
177	12	-44	-2
177	-26	-14	4
177	52	-34	6
177	54	-14	4
177	26	-4	-14
177	-26	-6	-10
177	18	-22	-14
177	18	-22	-10
177	-18	-20	18
177	12	-24	4
177	12	-58	6
177	-8	-54	16
178	-18	-6	-12
178	22	-10	-12
178	-20	-36	-2
178	12	28	16
178	-18	-20	18
178	18	-68	-14
179	-22	-10	-10
179	-24	-36	-2
179	18	46	18
179	16	30	16
179	-32	-86	-14
179	32	-46	-12
179	-32	-22	6
179	-30	-10	4
179	-14	-26	14
180	22	0	-16
180	18	28	2
180	-22	-96	-10
180	36	-50	-14
180	40	12	-24
180	26	-8	14
180	-4	-10	0
181	-44	18	0
181	40	18	6
181	-32	-18	-12
181	32	0	-12
181	26	12	-24
181	-4	36	-2
181	12	36	2
181	-36	52	-2
181	26	-90	2
181	36	18	-28
181	-48	-4	4
182	-22	-10	-12
182	26	0	-22
182	14	42	10
183	8	30	-6
184	-32	-10	0
184	-30	-4	4
184	26	0	4
185	46	-64	-8
185	-42	-66	-8
186	32	20	4
186	-38	28	2
186	-46	-56	-12
186	46	-50	-14
187	2	-72	-32
187	-34	22	2
187	40	22	0
187	0	-70	6
187	-38	-62	-16
187	42	-62	-12
187	20	-54	-4
187	-20	-54	-6
187	-6	-16	14
187	22	0	-4
